emails,category
"""I've shared an item with you:  CS50 https://drive.google.com/a/deerwalk.edu.np/folderview?id=0ByiipRq__ABacFVvRnotaWhLdlU&usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Please share this folder for you assignments. """,1
"""I've shared an item with you:  CS50 https://drive.google.com/a/deerwalk.edu.np/folderview?id=0ByiipRq__ABacFVvRnotaWhLdlU&usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Please share this folder for you assignments. """,1
"'You have been invited to the following event.  Title: Deer Chautari Session VII Amun Kharel and Yunish Shakya, students from class of 2018 will be   presenting their idea on this session. They will be talking about their   idea which we may see in reality in near future. We will also be discussing   about interesting C programming problems. Those who want to discuss the   programming problems and learn more are requested to be attend the program. When: Tue 20 Jan 2015 5pm - 6pm Katmandu Where: Nupse Hall Calendar: deerchautariclub@deerwalk.edu.np Who:        Deer Chautari- organiser        hitesh.karki@deerwalk.edu.np        DWIT - Students        DWIT - Deer Chautari Club  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=NmhlbG1yZWVmc3QyY2V2MXY4cmlyYTNicm8gX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnBhZDMyZTQ0NTZlYTQ1ODczYjQzZGFiZjRiYjk2Mjc0ZTExODBhZDhl&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'You have been invited to the following event.  Title: DWIT News Weekly Meeting Hello All,  Since we will be coming up with Je Suis Charlie issue this time, please go   through about Je Suis Charlie and come up with some ideas in the meeting.   Everyone needs to have at least one idea.  Thanks. When: Wed Jan 21, 2015 2pm - 3pm Katmandu Where: DWIT Garden Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news   <https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news?hceid=ZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5w.t2ja186fhl8h0noifufjv57hrs> Calendar: asmita.subedi@deerwalk.edu.np Who:        Dwit News - organizer        prakriti.tuladhar@deerwalk.edu.np        asmit.ojha@deerwalk.edu.np        ruby.shrestha@deerwalk.edu.np        ankit.pradhan@deerwalk.edu.np        menosh.appl@deerwalk.edu.np        asmita.subedi@deerwalk.edu.np        navaraj.kharel@deerwalk.edu.np        anish.thakuri@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np        amun.kharel@deerwalk.edu.np        pratibh.acharya@deerwalk.edu.np        ashmita.kunwar@deerwalk.edu.np        ashish.lamichane@deerwalk.edu.np        aasha.poudel@deerwalk.edu.np        bimal.gaire@deerwalk.edu.np        DWIT - News Club        asmita.bista@deerwalk.edu.np        shrijak.shrestha@deerwalk.edu.np        abhusan.gautam@deerwalk.edu.np        kundan.rana@deerwalk.edu.np        utkrista.kc@deerwalk.edu.np        dipesh.poudel@deerwalk.edu.np        sabin.pathak@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=dDJqYTE4NmZobDhoMG5vaWZ1Zmp2NTdocnMgYXNtaXRhLnN1YmVkaUBkZWVyd2Fsay5lZHUubnA&tok=MjQjZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5wZGU0NjIzOGRjZTA0OWI2YjAxMmVkYWNjYzkyMWJhZjAwZGJiNmEyYg&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this email at the account asmita.subedi@deerwalk.edu.np   because you are subscribed for invitations on calendar   asmita.subedi@deerwalk.edu.np.  To stop receiving these emails, please log in to   https://www.google.com/calendar/ and change your notification settings for   this calendar. '",1
"""Hello All,                 Participants of DeerCoder are informed to be seated in Classroom of class of 2017 'A' exactly at 4:50 pm today(2015/1/21).  P.S : Everyone please evacuate the room before the DeerCoders.  Regards, The Software Club   P.S : This is mandatory and no absentees are entertained. """,1
"""I've invited you to fill out the form Friday Movie Show. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1bX_-5JpHZGcnT4g4XqJU4xdYnpirsprW9DFaBfBOxrc/viewform?c=0&w=1&usp=mail_form_link """,1
"""Hello All, Friday movie show is back again.Please fill in the details and co-operate with the members of the Documentary / Movie Club. Note: Please ignore previous mail. Fill out this one. Don't get confused. Thank You, Documentary and Movie Club    I've invited you to fill out the form Friday Movie Show. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1bX_-5JpHZGcnT4g4XqJU4xdYnpirsprW9DFaBfBOxrc/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hi All,    From this week,the documentary and movie club is going to organize movie quiz. To participate, I request you to go through the rules that has been set by the club.You can find the rules attached in this mail. Thanks, Documentary/Movie Club '",1
"""Hi All, The question for this week is given as follows. Fill in the form. Note:- Please read out the rules send out in the previous mail. The people who doesn't meet the criteria will not be accepted as right candidate. Thanks, Documentary and Movie Club I've invited you to fill out the form Question for the quiz. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1ITk0pmbYwFxt_mFDnt99EI6niN_3AVENegLWsT-u74g/viewform?c=0&w=1&usp=mail_form_link """,1
"""I've shared an item with you:  Problem Set 0 https://drive.google.com/a/deerwalk.edu.np/folderview?id=0ByiipRq__ABaQ3RDSmE5NE13N28&usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  """,1
"""Hello All, DWIT Sports club has been invited to Speed Futsal Tournament organized by Big Brother Big Sister. This tournament will be held between 30th January to 1st February and will be having 32 teams with 8 players in each team. Each match will be of 20 minutes and final will be of 30 minutes. The winning team will be awarded Rs.12,000 and runner up will get Rs. 8,000. The registration fee will be handled by college. Interested players are requested to fill the form by 22nd January, 2015. For further information please use the link: https://docs.google.com/forms/d/1pYDi6lOyhyfI-aFDVB3WvUYJ3k_VJtbHAuR-nd-05Ec/viewform  I've invited you to fill out the form Futsal Tournament. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1uOJd3dGi8Y8NWq3zpBtLT6mzklyeUPCSzqU3xuX1bbo/viewform?c=0&w=1&usp=mail_form_link """,1
"""Hi All,  Please adhere to following proposal specially when writing 'news' in your site.  1. Try establish the linkages -  Let's say you are writing on Magh 8 and constitution. You can easily relate that with how it has affected students of DWIT. There should be a DWIT connection, if its not so explicit. In case of Constitution, you could have said how it affected students because of bandh and how some students had walk to exam centers for board exams. If there is no linkage its implied that we are not concerned about it.  So no linkages - no news.  2. Quotes -  I am not sure how many of you have been following my suggestion of referring to a news of any news site of same repute. If you are reporting on an issue there should be minimum of three quotes so that the reader is forced to believe that this student actually went on to create a news. So, no quotations - no news.  3. News Headlines  Off late there has been comments regarding the topic of some of the news post. Example ' Mentoring Program for Freshmen <http://dwitnews.com/mentoring-program-freshmen/>' - someone commented to me that its not an ideal way. I do not know much about how it should be but what I have been told is there should be a 'verb' in the Headline and I tend to agree with it. So it was suggested that 'Mentoring Program for Freshmen Started', things would have been much more clear.   Please do not publish any news unless and until these three guidelines are adhered to.  As always, lets not just flow with the motion, lets aim to be the BEST!  Thanks. """,1
"'Hi All,  We are not able to conduct Friday Movie Show  because we will be having  Harvard Course CS 50  tomorrow (23/01/2015) from 4:45 pm - 6:45 pm. Movie show will continue on next  Friday(30/01//2015).    Thanks, Mohan Singh Bomrel Documentary/Movie Club  P.S: Till now, we got only  30 responses  from you. Please keep voting for your favourite movie. '",1
"""Hello All, This is not compulsory but if you think you can help the club to show you documentary that better interest you then please fill out the form.We think this repository will help us to know your interest and act accordingly. Also if you have any documentary with you that you will like us to show in the documentary show then we request you to share it with the club. Thank You, Documentary and Movie Club  I've invited you to fill out the form Documentary Repository. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/19Um0qLqFYflccD-FqySw4NQRFDqnL6vo6wgXoxuOjoQ/viewform?c=0&w=1&usp=mail_form_link """,1
"""You have been invited to the following event.  Title: DeerExpress: Season 10 Session III Hello All,  Tomorrow we are going to conduct DeerExpress Season 10 Session III at the   Lotse Hall. Late comers will be marked as absentees. The participants for   tomorrow's session are:  Amun Kharel Bidur Banstola Nischal Aryal Alien Khadka Prakriti Shree Tuladhar Ravi Adhikari  Regards, Barsha Dahal The DeerExpress Club When: Fri Jan 23, 2015 11am - 12:30pm Katmandu Where: The Lotse Hall Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress   <https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress?hceid=YmFyc2hhLmRhaGFsQGRlZXJ3YWxrLmVkdS5ucA.qs77p85uq2gg7av67errcle86s> Calendar: Barsha Dahal Who:        Barsha Dahal - organizer        barsha_0309@deerwalk.edu.np        DWIT College Administrators        DWIT - DeerExpress Club        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=cXM3N3A4NXVxMmdnN2F2NjdlcnJjbGU4NnMgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MjgjYmFyc2hhLmRhaGFsQGRlZXJ3YWxrLmVkdS5ucGY4ZmY0NjhlMjgwZTI2N2M0ZjAwMWY4Y2QyNGViNzhiOTEwYTE1YjM&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. """,1
"""Hello Sir,  Thank you for the suggestions. We appreciate it.  Regards, DWIT News Team  On Thu, Jan 22, 2015 at 12:07 PM, hitesh karki <hitesh.karki@deerwalk.edu.np > wrote:  > Hi All, > > Please adhere to following proposal specially when writing 'news' in your > site. > > 1. Try establish the linkages - > > Let's say you are writing on Magh 8 and constitution. You can easily > relate that with how it has affected students of DWIT. There should be a > DWIT connection, if its not so explicit. In case of Constitution, you could > have said how it affected students because of bandh and how some students > had walk to exam centers for board exams. If there is no linkage its > implied that we are not concerned about it. > > So no linkages - no news. > > 2. Quotes - > > I am not sure how many of you have been following my suggestion of > referring to a news of any news site of same repute. If you are reporting > on an issue there should be minimum of three quotes so that the reader is > forced to believe that this student actually went on to create a news. So, > no quotations - no news. > > 3. News Headlines > > Off late there has been comments regarding the topic of some of the news > post. Example ' > Mentoring Program for Freshmen > <http://dwitnews.com/mentoring-program-freshmen/>' - someone commented to > me that its not an ideal way. I do not know much about how it should be but > what I have been told is there should be a 'verb' in the Headline and I > tend to agree with it. So it was suggested that 'Mentoring Program for > Freshmen Started', things would have been much more clear. > > > Please do not publish any news unless and until these three guidelines are > adhered to. > > As always, lets not just flow with the motion, lets aim to be the BEST! > > Thanks. > > > """,1
"""I've shared an item with you:  Prakriti_Movie Review_Editedby_AsmitaS.docx https://docs.google.com/a/deerwalk.edu.np/document/d/1Lj38ofd1tF9-f_MiIR3VLirimV9UbdeTLTXD8eW1IA4/edit?usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Hi Kheechu <3  Hope your weekend is going well. Your articles are on the way... """,1
"""I've shared an item with you:  AshmitaK_freedom-of-expression_Editedby_AsmitaS.docx https://docs.google.com/a/deerwalk.edu.np/document/d/1KuQoCwBXuYDhMGm4EekPdjZOMLlcbVWVQBVb70fjS6s/edit?usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Ashmita,  Very well written, dearest. Its clear and poised. Your writing has greatly improved. Proud of you :)  Best, menosh """,1
"""I've shared an item with you:  AsmitaS_If I Stay.docx https://docs.google.com/a/deerwalk.edu.np/document/d/1FeNMEMpEE5-XmMFUM8-9EB51Flp9takt41WwzTeJIhM/edit?usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  :) I havent read the book, maybe I should.  Good write up, cutie! """,1
"'Hello All,  On 10th and 11th Jan , Hiking Club organized two days hiking with the theme of Photography. The hikers sent best three photos from which "" The more you travel the more you explore"" captured   by  Bimal Thapa  from Batch of 2018 is the Winner of this contest.  Special Thanks to our judge Kanchan Dai for his time and support.  Congratulation Bimal Thapa !!!  Regards, The Hiking Club   [image: Inline image 3] '",1
"""Hi dearest,  Its a good story. Let's publish it in the next edition? It will work well. And I will edit it, plus a title  Love, menosh  On Sun, Jan 25, 2015 at 5:25 AM, Asmita Subedi < asmita.subedi@deerwalk.edu.np> wrote:  > Hello Menosh, > > Here is the story by Prakriti. > The whole story was chained from the picture. I am not sure what can be > the title for the story? > Please suggest! > > Good Night! > Asmita S. > > On Sun, Jan 25, 2015 at 1:44 PM, Asmita Subedi < > asmita.subedi@deerwalk.edu.np> wrote: > >> And here is mine. :) >> >> On Sun, Jan 25, 2015 at 12:11 PM, Asmita Subedi < >> asmita.subedi@deerwalk.edu.np> wrote: >> >>> :) :) >>> >>> On Sat, Jan 24, 2015 at 11:12 AM, Asmita Subedi < >>> asmita.subedi@deerwalk.edu.np> wrote: >>> >>>> Hello Menosh!! :) >>>> >>>> Attached below is the movie review by Prakriti. Rest are yet to come.. >>>> :) >>>> >>>> Have a wonderful weekend!! >>>> >>>> Regards, >>>> Asmita Subedi >>>> >>>> >>> >> > """,1
"'You have been invited to the following event.  Title: Deer Chautari Session VII Amun Kharel and Yunish Shakya, students from class of 2018 will be   presenting their idea on this session. They will be talking about their   idea which we may see in reality in near future. Also, Yashine Shekh a   student of batch 2018 is going to give a presentation on ethical hacking   using Kali Linux. We will also be discussing about interesting C   programming problems. Those who want to discuss the programming problems   and learn more are requested to be attend the program. When: Tue 27 Jan 2015 5pm - 6pm Katmandu Where: Nupse Hall Video call:   https://plus.google.com/hangouts/_/deerwalk.edu.np/deer-chautari   <https://plus.google.com/hangouts/_/deerwalk.edu.np/deer-chautari?hceid=ZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnA.jr3ep2qv5hrj4qar1ms7sifhh0> Calendar: Deer Chautari Who:        Deer Chautari- organiser        hitesh.karki@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=anIzZXAycXY1aHJqNHFhcjFtczdzaWZoaDAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnA0MTA5ODlmMzhmMjQyNzU4YTk4NDA4MjE2OTg5YTY4MzBiMjBkYTdm&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'This event has been changed.  Title: Deer Chautari Session VII Amun Kharel, student from class of 2018 will be presenting his idea on this   session. He will be talking about his idea which we may see in reality in   near future. I want you to participate, as our suggestion will help him to   improve his idea and make even better product. Also, Yashine Shekh, another   student of batch 2018 is going to give a presentation on ethical hacking   using Kali Linux. We will also be discussing about interesting C   programming problems. Those who want to discuss the programming problems   and learn more are requested to be attend the program. (changed) When: Tue 27 Jan 2015 5pm - 6pm Katmandu Where: Nupse Hall Calendar: Deer Chautari Who:        Deer Chautari- organiser        hitesh.karki@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=anIzZXAycXY1aHJqNHFhcjFtczdzaWZoaDAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnA0MTA5ODlmMzhmMjQyNzU4YTk4NDA4MjE2OTg5YTY4MzBiMjBkYTdm&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"""Hello everyone, It is a large subject of dispute when deciding the best social networking site among the two social networking giants, Facebook and Twitter. In the context of Nepal, Facebook seems to be more used than Twitter. This is a simple survey conducted for a Term-Paper on this topic. The objective is to count the number of Twitter and Facebook users in Deerwalk and to find out which one is popular and why? (Based on their Comments).     I've invited you to fill out the form Facebook or Twitter ?. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1WCXMpbDX0QxfihPnS_xjwwRIGzdMvlChgwwXdaBOyyc/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hello All, The DWIT Social Service Club is going to conduct another ""DWIT Cleaning Program"", on 1st February, Sunday from 12 pm to 3 pm. We would like to request all of you to join us at the event for a cleaner Deerwalk. The club will provide the necessary equipment needed for the event like gloves, etc. There will also be arrangements of light snacks for the volunteers. Please fill up the form given in the link below and join us in our mission. Your cooperation and participation is highly appreciated. Regards, DWIT Social Service Club.    I\'ve invited you to fill out the form College Cleaning Program. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1hTh9VjaB_g4rcsOvEpZnocYcy0eiYrpf_ec5V1bwju0/viewform?c=0&w=1&usp=mail_form_link '",1
"'Hello All,  We have successfully conducted seven sessions of Chautari Session. Now we have decided to bring some changes in Chautari Session. We will select 8 students every month and they will present their ideas/projects in Chautari Session. Ideas/projects will be the responses of the idea collection form that was collected few months ago.  Students Selected for idea/project presentation for February:  Chautari Session 8: 1. Shankar Koirala - Batch 2015 2. Shreyansh Lodha - Batch 2018  Chautari Session 9: 1. Abhishek Gupta - Batch 2016 2. Munmun Shrestha - Batch 2018  Chautari Session 10: 1. Ruby Shrestha - Batch 2017 2. Prayush Shrestha - Batch 2018  Chautari Session 11: 1. Anish Thakuri - Batch 2016 2. Sajak Baidhya - Batch 2018  Sincerely, Deer-Chautari Club '",1
"""You have been invited to the following event.  Title: DWIT News Weekly Meeting Hello All,  As always, we'll be having weekly meeting tomorrow. Please come prepared   with at least an idea in mind for the upcoming issue and for making the   site better.  Thanks. When: Wed Jan 28, 2015 2pm - 3pm Katmandu Where: DWIT Garden Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news   <https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news?hceid=ZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5w.nkv1svn56kkbguk31h9ugd4e60> Calendar: asmita.subedi@deerwalk.edu.np Who:        Dwit News - organizer        pratibh.acharya@deerwalk.edu.np        aasha.poudel@deerwalk.edu.np        navaraj.kharel@deerwalk.edu.np        prakriti.tuladhar@deerwalk.edu.np        ankit.pradhan@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        dipesh.poudel@deerwalk.edu.np        asmit.ojha@deerwalk.edu.np        sabin.pathak@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np        DWIT - News Club        kundan.rana@deerwalk.edu.np        ashish.lamichane@deerwalk.edu.np        bimal.gaire@deerwalk.edu.np        ruby.shrestha@deerwalk.edu.np        utkrista.kc@deerwalk.edu.np        menosh.appl@deerwalk.edu.np        anish.thakuri@deerwalk.edu.np        ashmita.kunwar@deerwalk.edu.np        abhusan.gautam@deerwalk.edu.np        asmita.subedi@deerwalk.edu.np        shrijak.shrestha@deerwalk.edu.np        amun.kharel@deerwalk.edu.np        asmita.bista@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=bmt2MXN2bjU2a2tiZ3VrMzFoOXVnZDRlNjAgYXNtaXRhLnN1YmVkaUBkZWVyd2Fsay5lZHUubnA&tok=MjQjZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5wOTZmMGU3MjU1ZjMwNjI4NmZkNDhkNTZjNzRiM2M4YmFhYzgyNGEyOA&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this email at the account asmita.subedi@deerwalk.edu.np   because you are subscribed for invitations on calendar   asmita.subedi@deerwalk.edu.np.  To stop receiving these emails, please log in to   https://www.google.com/calendar/ and change your notification settings for   this calendar. """,1
"""Hello All,                 Participants of DeerCoder are informed to be seated in Classroom of class of 2017 'A' exactly at 4:50 pm today(2015/1/28).  P.S : Everyone please evacuate the room before the DeerCoders.  Regards, The Software Club   P.S : This is mandatory and no absentees are entertained. """,1
"'You have been invited to the following event.  Title: Documentary Show for Tomorrow Hi All,  It is to inform you all that we have decided to show the documentary named   BARAKA for tomorrow (2015-01-29). We will be showing the documentary in   collaboration with DeerExpress Club.  At the end of the documentary show, we will ask at least 2 students to   write review about the documentary. Please be seated on time. It is   mandatory for all students.   Thanks, Mohan Singh Bomrel, Documentary/Movie Club When: Thu Jan 29, 2015 10:50am - 12:20pm Katmandu Where: Lhotse Hall (Big Seminar Hall) Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/documentary   <https://plus.google.com/hangouts/_/deerwalk.edu.np/documentary?hceid=ZG9jdW1lbnRhcnljbHViQGRlZXJ3YWxrLmVkdS5ucA.1kvfqh07gdrdue3l9dui8q8p88> Calendar: Documentary Movie Who:        Documentary Movie - organizer        DWIT - Documentary Club        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=MWt2ZnFoMDdnZHJkdWUzbDlkdWk4cThwODggX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZG9jdW1lbnRhcnljbHViQGRlZXJ3YWxrLmVkdS5ucGFhM2E5NWI0ZjU1NjZkOWMyMGQ0MjllNGM2MTZlZjU2Nzc3NGM3ZmY&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"""Dear All,  DWIT Chisapani to Chauki bhanjyang two days hiking blog has been published. It's posted in our fcebook page. Please check it out and leave comments.  Thanks,  Bijaya. """,1
"Hello All,  This is to inform all the students that ""Subisu CAN Info-Tech 2015""    the biggest tech event in Nepal is ongoing. \xe2\x80\x9cCAN Info-Tech\xe2\x80\x9d is the sole ICT annual gala trade show and conference being organized by CAN <http://www.can.org.np/>since 1995.  This event is featuring ICT hardware sales and maintenance, power solutions, mobile accessories, dealers and distributors, internet service providers, telecommunications, ICT colleges and training institutes, software solutions and payment solution, among others. Several sponsors, title sponsors, distributors and dealers will be coming up with schemes and discount offers too.   Event Details   Date:   Wednesday, January 28, 2015 - Monday, February 2, 2015  Time:   10:00 - 17:00   Entrance Fee :  Students - Rs. 75 , General Visitors - Rs. 150, On businesses day, Feb 1 - Rs. 150 for all  Location  :  Bhrikuti Mandap Exhibition Hall  For detailed information visit: http://caninfotech.org.np/index.php Also, you can go through:  http://www.ekantipur.com/2015/01/25/business/can-infotech-2015-to-begin-from-jan-28/400806.html <http://www.ekantipur.com/2015/01/25/business/can-infotech-2015-to-begin-from-jan-28/400806.html>  Software club recommends all the students of DWIT to visit this events.    Thanks,  The Software Club '",1
"""You have been invited to the following event.  Title: DeerExpress: Season 10 Session IV Hello All,  Tomorrow we are going to conduct DeerExpress Season 10 Session IV at the   Lotse Hall. Late comers will be marked as absentees. The participants for   tomorrow's session are:  Amun Kharel Bidur Banstola Nischal Aryal Alien Khadka Prakriti Shree Tuladhar Ravi Adhikari  Thanks, The DeerExpress Club When: Fri Jan 30, 2015 11am - 12:30pm Katmandu Where: The Lotse Hall Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress   <https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress?hceid=ZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucA.t8qt5d42ks6j20a0i59g4o71r0> Calendar: Deer Express Who:        Deer Express - organizer        DWIT - Students        DWIT College Administrators  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=dDhxdDVkNDJrczZqMjBhMGk1OWc0bzcxcjAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucDM4OTMxZDY4NjUyOTNjZWMyN2EzZjE4ZGNmZDljZGYwNmFhNjY3ZDY&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. """,1
"'You have been invited to the following event.  Title: Friday Movie Show Hi All,    We are again apologetic to all of you.Due to the unavailability of good   quality of Interstellar movie,we are again unable to show it. So for   today\'s show, the selected movie is ""The Imitation Game(2014)"". Our club will ensures your full entertainment.Enjoy the movie with popcorn   and drinks. The winner of the movie quiz will be announced in between the   movie show. Thanks, Documentary And Movie Club When: Fri Jan 30, 2015 5pm - 7pm Katmandu Where: Nupse Hall Calendar: Documentary Movie Who:        Documentary Movie - organizer        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=bWozaGNmanJ1b3M0Y2Y0b201NjA1czhtZzggX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZG9jdW1lbnRhcnljbHViQGRlZXJ3YWxrLmVkdS5ucDUzN2ZmZDg3ZTZmM2IzNzJiZTZkZWExNGVhOWM5MmI5YTk3Mzg5NjI&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"Can you check with CAN? I know that if you go in a group with a letter from your school, you get free entry? Why pay even Rs. 75?  Thanks Hitesh  > On Jan 28, 2015, at 22:34, Software Club <softwareclub@deerwalk.edu.np> wrote: >  > Hello All, >  > This is to inform all the students that ""Subisu CAN Info-Tech 2015""    the biggest tech event in Nepal is ongoing. \xe2\x80\x9cCAN Info-Tech\xe2\x80\x9d is the sole ICT annual gala trade show and conference being organized by CAN since 1995. >  > This event is featuring ICT hardware sales and maintenance, power solutions, mobile accessories, dealers and distributors, internet service providers, telecommunications, ICT colleges and training institutes, software solutions and payment solution, among others. Several sponsors, title sponsors, distributors and dealers will be coming up with schemes and discount offers too. >  > Event Details > Date:  Wednesday, January 28, 2015 - Monday, February 2, 2015 > Time: 10:00 - 17:00 > Entrance Fee: Students - Rs. 75, General Visitors - Rs. 150, On businesses day, Feb 1 - Rs. 150 for all  > Location: Bhrikuti Mandap Exhibition Hall >  > For detailed information visit: http://caninfotech.org.np/index.php > Also, you can go through: http://www.ekantipur.com/2015/01/25/business/can-infotech-2015-to-begin-from-jan-28/400806.html >  > Software club recommends all the students of DWIT to visit this events. >   >  > Thanks, >  > The Software Club '",1
"""Hi All, The Music Club would like to know the people interested in giving a musical performance at the upcoming Deerfest. So please fill out the form below. Regards, The Music Club.   I've invited you to fill out the form Deerfest Musical Performers. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1ZTTmn7KC566hk50b_oMRn-xgFNqs-nrHpqeLDwsQaNk/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hello Sir,  Some questions the DWIT News Team would like to get to know when visiting Republica are listed in the document attached to this mail. Please refer and give feedback. Also, inform us if we are missing on anything.  Regards, DWIT News Team '",1
"""Hey Di,  You're going to have a bad time editing this :(  Regards, Prakriti """,1
