emails,category
"""Hello Everyone, This survey is conducted to know the names of the organization that are helping the victims of Nepal due to earthquake. Regards, Sanjeev Mainali   I've invited you to fill out the form List Of Organization. To fill it out, visit: https://docs.google.com/forms/d/1emxUPlxELPDESfSAqr3X8cjBZaaMmLh_mSZVoQm6PQo/viewform?c=0&w=1&usp=mail_form_link """,1
"'PW :  @DWZone-hotspot1   On Thu, May 28, 2015 at 6:31 PM, IT Club <itclub@deerwalk.edu.np> wrote:  > Dear All, > > > > > As the classes for different batches has been shifted to different > locations inside Deerwalk Complex. We have fixed APs to different locations > for wireless internet usage. > > > Following are the credentials for accessing wireless networks. Hotspot > account will be same as before. Password will be provided in the next mail. > > > SSID :  DWIT-hotspot  > > > > > On the behalf of IT Club, > > > Thanks, > > Suryaraj > > The IT Club > '",1
"""I've shared an item with you:  Lol https://docs.google.com/a/deerwalk.edu.np/document/d/1xLuB3KPbQzKvBSr1WMnfeCxmCSA7Yl2vWVFjCxwvTWc/edit?usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Khechu <3 This is lovely. I love the dark humor in times of tragedy. Great as always.  Love you both. """,1
"'You have been invited to the following event.  Title: Deer-Chautari Session XVI Hello All,  The Deer-Chautari Club is starting Chautari session after a long break.   Together with our regular activity, we will be having discussion about   recent earthquake in Nepal. I hope there will be many willing participants   to share their experience about the earthquake.  Sincerely, The Deer-Chautari Club  P.S: We will inform about the location in next mail. When: Tue 2 Jun 2015 5pm - 6pm Katmandu Where: To be determined... Calendar: deerchautariclub@deerwalk.edu.np Who:        Deer Chautari- organiser        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=YXJscDliN25iYWk2MnA5Mmk5MmU1MGE4cWsgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnAwMWJmMTFjOGMzZDhlMThiMWQ2Mzk4YWZiZjFjYWQ5YWRiNDIzNWMy&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'This event has been changed.  Title: Deer-Chautari Session XVI Hello All,  The Deer-Chautari Club is starting Chautari session after a long break.   Together with our regular activity, we will be having discussion about   recent earthquake in Nepal. I hope there will be many willing participants   to share their experience about the earthquake.  Sincerely, The Deer-Chautari Club   (changed) When: Tue 2 Jun 2015 5pm - 6pm Katmandu Where: New Hall(Opposite to class of 2018 B) (changed) Calendar: deerchautariclub@deerwalk.edu.np Who:        Deer Chautari- organiser        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=YXJscDliN25iYWk2MnA5Mmk5MmU1MGE4cWsgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnAwMWJmMTFjOGMzZDhlMThiMWQ2Mzk4YWZiZjFjYWQ5YWRiNDIzNWMy&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'This event has been changed.  Title: Deer-Chautari Session XVI Hello All,  The Deer-Chautari Club is starting Chautari session after a long break.   Together with our regular activity, we will be having discussion about   recent earthquake in Nepal. I hope there will be many willing participants   to share their experience about the earthquake.  Sincerely, The Deer-Chautari Club  P.S: It is mandatory for the students of Batch 16 & Batch 18 (changed) When: Tue 2 Jun 2015 5pm - 6pm Katmandu Where: New Hall(Opposite to class of 2018 B) Calendar: deerchautariclub@deerwalk.edu.np Who:        Deer Chautari- organiser        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=YXJscDliN25iYWk2MnA5Mmk5MmU1MGE4cWsgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnAwMWJmMTFjOGMzZDhlMThiMWQ2Mzk4YWZiZjFjYWQ5YWRiNDIzNWMy&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'Hello All,  Participants of DeerCoders are to be seated at  Section A of 2017 at 5:00 PM sharp on tomorrow (2015/06/03  ) .  Tomorrow will be 2nd Session of DeerCoders i.e.  Mathematical Problem Solving.   The participants for DeerCoders Season-7 are:  a. Prayush Shrestha (2018) b. Mallika Bhattrai (2018) c. Anuska Maharjan(2018) d. Biplav Shrestha(2018) e. Suman Maharjan (2017) f. Umesh Dhungana(2017) g. Anil Parajuli(2016) h. Asmita Bista(2016)  Best of Luck!  P.S : Guest coders are always welcomed.  Happy Coding, The Software Club '",1
"'Hello All,  Thank you again for showing your interest to participate in DeerExpress competition.  Considering the upcoming board exams of Batch 2017, There will not be participants of Batch 2017 in this season of DeerExpress.  The revised list of participants are as follows :  1. Ashmita Thapa (2018) 2. Shibesh Duwadi (2018) 3. Ankit Karki (2018) 4. Abhishek Gupta (2016) 5. Suman Thapa (2016) 6. Krishna Chauhan (2016)  Congratulations and Good Luck to all the participants.  Regards, The DeerExpress Club '",1
"'There were significant absentees today. As far as I know, this was compulsory for class of 16 and 18.  I remember telling you all that I do not want any unnecessary behavioral / disciplinary issues specially this month.   Those absent need to make an explanation.   Thanks Hitesh  > On Jun 2, 2015, at 18:52, Deer Express <deerexpressclub@deerwalk.edu.np> wrote: >  > Hello All, >  > Thank you again for showing your interest to participate in DeerExpress competition. >  > Considering the upcoming board exams of Batch 2017, There will not be participants of Batch 2017 in this season of DeerExpress. >  > The revised list of participants are as follows : >  > 1. Ashmita Thapa (2018) > 2. Shibesh Duwadi (2018) > 3. Ankit Karki (2018) > 4. Abhishek Gupta (2016) > 5. Suman Thapa (2016) > 6. Krishna Chauhan (2016) >  > Congratulations and Good Luck to all the participants. >  > Regards, > The DeerExpress Club >  '",1
"'You have been invited to the following event.  Title: Talk Program by Pranab Man Singh Pradhan Hello All,  Pranab Singh, an architect and consultant will be here to share his   experience and ideas on architecture. He is also a visiting faculty at   Deerwalk Institute of Technology, IOE Pulchowk, and SeaGate Institute of   Technology. He has received Certificate of Building Construction Technician   from St. Louis University, Baguio City, Philippines. Also, he completed his   college education on BS architecture at Saint Louis University, Baguio   City, Philippines. He has also taken an informatics certified professional   course, iNet+.  To know more about him, please refer:   https://www.facebook.com/pranab.m.pradhan  We encourage all the students for active participation to make the session   more interactive and fruitful. Please be seated by 11:10 AM. This event is   optional for batch of 2017.  Regards, DeerExpress Club When: Thu Jun 4, 2015 11:15am - 12:40pm Katmandu Where: New Hall(Opposite to class of 2018 B) Video call:   https://plus.google.com/hangouts/_/deerwalk.edu.np/talk-program-by   <https://plus.google.com/hangouts/_/deerwalk.edu.np/talk-program-by?hceid=ZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucA.m5vi8ff20obcmhd00r5avq45ig> Calendar: deerexpressclub@deerwalk.edu.np Who:        Deer Express - organizer        pranab.singh@deerwalk.edu.np        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        DWIT College Administrators  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=bTV2aThmZjIwb2JjbWhkMDByNWF2cTQ1aWcgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucGMxNGM5ZDFlZTEzZGY1MjMyZDllMzkxZGQ4NDdlNjVkNzVmNmM0NDk&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"""Hi All, This week we have selected movie from different genre to be on voting list. To watch movie of your choice, you need to vote. Let's enjoy the movie time together . Thanks Documentary and Movie Club I've invited you to fill out the form Friday Movie Show. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1D95XxhkUKH8sU94k1dF29hyS2s5to8JYbPCDPFii4S8/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hi All,  Please click the following link and participate on the movie show quiz VII. We will announce the Lucky 3 Winners during the break of the Friday movie show. Deadline is  FRIDAY, 5 PM, 05/06/2015.    click me to give answer <http://goo.gl/forms/EjMUnkEiV8>   Feel free to send us feedback !!!  Thanks, Documentary/Movie Club '",1
"""Hello Sir,    Today's Talk Program was really fantastic.  Your speech was informative and we enjoyed it very much.  One hour of your time has definitely helped in fostering positive thinking in us.    We have encouraged the students to keep a personal contact with you to learn something more from you.  We hope you will help us in this regard.    Thank you very much for your precious time.    Regards,  DeerExpress Club """,1
"'You have been invited to the following event.  Title: DeerExpress Season 12 Session I Hello All,  Tomorrow, we are going to conduct DeerExpress Season 12 Session I, Topic   Session. The program starts exactly at 11:15 AM. Everybody is requested to   be at the new hall on time. Late comers will be regarded as absentees.  Regards, The DeerExpress Club. When: Fri Jun 5, 2015 11:15am - 12:40pm Katmandu Where: New Hall Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress   <https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress?hceid=ZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucA.5rpjo4ptidg0n6sebnsih8tu60> Calendar: deerexpressclub@deerwalk.edu.np Who:        Deer Express - organizer        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        DWIT College Administrators  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=NXJwam80cHRpZGcwbjZzZWJuc2loOHR1NjAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucDc0YTQwNzQwMGRkOTZhY2M2YTVhYWRmNmZhZDU0YzY0MDhjYmU2MDA&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"Hi All,  Welcome Back !!! We are here to show you the final results of Friday Movie Show Poll.  The SpongeBob Movie: Sponge Out of Water  has been selected for this Friday Movie Show with maximum number of votes i.e. 12 out of 30. You will be served with Pop Corns and Cold Drinks. And we will be announcing the results of Movie Show Quiz VII during the movie break. You still can vote for the Movie Show Quiz VI.    Thanks, Documentary/Movie Club '",1
"'Hello all,  As you all know DeerExpress club is regularly trying to make its Deertalk session more effective and interactive but due to different reasons the club has not been able to do so. So to make DeerTalk session more effective the club has decided to create and also implement the guidelines for judges , participants as well as audience .The guidelines for the participants and judges will be explained to them one day prior to the DeerTalk session. For audience the guidelines are given below.  1. Audience are not allowed to make noise when speakers are presenting their speech or presentation.  2. No use of cell phones once the program has been started if anyone is found using the phone, action will be taken.  3. Each participants can only be asked a maximum of  4  questions.  4. No  personal questions  should be asked to participants such as ""Which shampoo do you use?"" ""Have you ever done that ?"" and so on.  5. Do not forget to sign the attendance sheet to mark your presence.  We hope you will co-operate with us.  P.S. - Try to encourage participants as much as possible  Regards,  DeerExpress Club '",1
"'Hello All,   Is your house cracked or deformed? Do you know if the renovation or reconstruction of your house is possible? This Saturday we are having a program ""Post Earthquake Building Clinic"". Lets gather up to know the answer to these questions.   Organizer:Parliament member (Gagan Kumar Thapa), ward no 4, Kathmandu  Date: 2072/02/23 Time: 8 am -12 noon  Venue: Deerwalk Complex  Technical support: NSET (Dr. Bijaya Upadhayay)   Regards,  The Social Service Club '",1
"""Hello everyone, Music club is back in action. It's been a long time since we had fun in college. Therefore keeping that in mind amidst the repercussion of recent hazard we are organizing a karaoke event. Just let the stress out and sing it out loud. It's a fun event where you do not need to be serious about singing, just go with the flow and sing however you like. It's also a chance for enthusiast singers to sing their heart out. We sincerely request everyone to participate in this event. Let's enjoy! Interested peoples are requested to fill out the form. Further information will be provided by the club in the future.    I've invited you to fill out the form Karaoke Session. To fill it out, visit: https://docs.google.com/forms/d/12O0KjRZeaA8caERF1-rQ_2ZKpP_zR75RNv_m36zbC3A/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hello all ,  The Deerwalker , the college newsletter announces ARTICLE CALL for an Earthquake Special Issue of The Deerwalker. Please send in articles related to your earthquake experience , post earthquake experience, your way of dealing with the aftermaths   or even volunteering experiences. This is an attempt to create a platform to share the stories so we can somehow all be a part of it , help each other and learn from each experiences.  We encourage a lot of articles and articles of any kind , even pictures, art-piece and  poems are accepted , and highly appreciated  .  Just some guidelines to follow are:  -No Nepali article.  -Plagiarized article is not accepted.  - Both soft and hardcopy is accepted.    For now , please send in your articles to your respective Class Representatives and we will collect the article from them on  11th June 2015. So, yes guys the deadline for article submission is :  11th June 2015.    Thank You and  Happy Writing ,   Best, The DEERWALKER '",1
"""You have been invited to the following event.  Title: Deer-Chautari Session XVII Hello All,  Pratibh Acharya, student of batch 2015 and Sushant Chitrakar, student of   batch 2018 will be talking about their ideas. We will also be having   tutorial session about 'Running android apps in PC using Genymotion'. There   will also be some discussion about project selection for term paper.  Regards, The Deer-Chautari Club  P.S. It is COMPULSORY for student of batch of 2018 to attend the session. When: Tue 9 Jun 2015 5pm - 6pm Katmandu Where: New Hall Calendar: deerchautariclub@deerwalk.edu.np Who:        Deer Chautari- organiser        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=YmswamZtdGxhcWI4M2FsNXFjOWM3bGNmNGcgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnA2OTI3NTQ1MjNhN2M5Yzc2YzNkZGI3NTQ5ZjlhOTRiZTRmYTg2NmU4&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. """,1
"'Hello All,  We deeply apologize for not releasing the news video of the month of June on time. We promise that from next time on, we will deliver all the videos on time.  Despite the inconvenience occurred, we hope you will understand the situation and keep supporting us in coming days.  Regards, The Media Club '",1
"""Hello All,  As discussed in last Deertalk session we will be collecting money in order to support our Madan dai and other three students. Also, we'll be collecting the study materials for the needy students who are studying inside tents, it is the time when we need to reveal our selfless soul and give our helping hands to the ones who need them. The collection will start from today and will be continuing until 5 pm tomorrow.   P.S:You are requested to give the materials to any of the social service club members:  Batch: 2018 Section A: Raman Maharjan Section B: Mallika Bhattarai  Batch:2016 Prabina Neupane """,1
"'Hello All,  We apologize for not being able to conduct all of the activity as mentioned in the invitation. We will make sure that such thing will not happen again in the future.  Regards, The Deer-Chautari Club  P.S. We will conduct Genymotion demonstration in next session. '",1
"'You have been invited to the following event.  Title: DWIT News Weekly Meeting Hello All,  Please come prepared with some ideas about the topics to be covered in the   upcoming issues. Let us also discuss about how we can make the site better.  Thanks. When: Wed Jun 10, 2015 2:30pm - 3:30pm Katmandu Where: Current Hall Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news   <https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news?hceid=ZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5w.5u5siai6gidfos6c8ahtgsqge8> Calendar: asmita.subedi@deerwalk.edu.np Who:        Dwit News - organizer        asmita.bista@deerwalk.edu.np        dipesh.poudel@deerwalk.edu.np        ruby.shrestha@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        ankit.pradhan@deerwalk.edu.np        ashmita.kunwar@deerwalk.edu.np        navaraj.kharel@deerwalk.edu.np        pratibh.acharya@deerwalk.edu.np        bimal.gaire@deerwalk.edu.np        asmita.subedi@deerwalk.edu.np        asmit.ojha@deerwalk.edu.np        aasha.poudel@deerwalk.edu.np        sabin.pathak@deerwalk.edu.np        DWIT - News Club        shrijak.shrestha@deerwalk.edu.np        kundan.rana@deerwalk.edu.np        prakriti.tuladhar@deerwalk.edu.np        anish.thakuri@deerwalk.edu.np        abhusan.gautam@deerwalk.edu.np        ashmita.thapa@deerwalk.edu.np        amun.kharel@deerwalk.edu.np        ashish.lamichane@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np        utkrista.kc@deerwalk.edu.np  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=NXU1c2lhaTZnaWRmb3M2YzhhaHRnc3FnZTggYXNtaXRhLnN1YmVkaUBkZWVyd2Fsay5lZHUubnA&tok=MjQjZHdpdG5ld3NAZGVlcndhbGsuZWR1Lm5wNWIyOTQ3ZTMyNzM1NmUxNjA1N2VkMmI1NmU3YjgwY2EwODViMWY4OQ&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this email at the account asmita.subedi@deerwalk.edu.np   because you are subscribed for invitations on calendar   asmita.subedi@deerwalk.edu.np.  To stop receiving these emails, please log in to   https://www.google.com/calendar/ and change your notification settings for   this calendar. '",1
"Hello all,  Express means the way you exhibit yourself in front of the huge mass which can be done by many ways.  Similarly, Deerexpress clubs main objective was to provide student of DWIT a platform to express their talent. But till now the club has been limited to deertalk and guest speaker only. The club has now decided to provide students, the opportunity to show their talent. So if you have anything to express may be songs, videos, arts, poems etc, then please send your names to the club mail id by Tomorrow 10:00pm.  P.S: Please send in your name in this mail chain. '",1
"The deadline is tomorrow 11:00 pm.  Regards, The DeerExpress Club On Jun 10, 2015 4:04 PM, ""Deer Express"" <deerexpressclub@deerwalk.edu.np> wrote:  > Hello all, > > Express means the way you exhibit yourself in front of the huge mass which > can be done by many ways.  Similarly, Deerexpress clubs main objective was > to provide student of DWIT a platform to express their talent. But till now > the club has been limited to deertalk and guest speaker only. > The club has now decided to provide students, the opportunity to show > their talent. So if you have anything to express may be songs, videos, > arts, poems etc, then please send your names to the club mail id by > Tomorrow 10:00pm. > > P.S: Please send in your name in this mail chain. > '",1
"'Hello All,  We are going to start a new Season of DeerCoders, Season 8. Taking the board examinations into consideration, our club has decided to hold DeerCoders Season 7 until next notice. Also, we want to encourage students of Batch 2018 to participate in this event to use their programming skills and test their problem solving ability.  The Software Club announces the call for participation for  ""DeerCoders Season- 8 "".  To get the details and guidelines of the program please refer the attachment below.     -  1st session: Flowchart and Algorithm : Participants are supposed to    draw a flowchart and write algorithm that will solve the given problem.    -  2nd session: Coding (Mathematics):  Participants are supposed to    solve problem related to Mathematics.Example: Write a program to add two    binary numbers.    -  3rd session: Coding (Problem solving and logical):  Participants are    supposed to solve the problem provided to them.    -  4th session:  Multiple Choice Questions (MCQ):  Participants are    supposed to choose a best answer for a given question among various answers.  To participate please refer the link and fill up the form: https://docs.google.com/a/deerwalk.edu.np/forms/d/1YrFB7xZs5D-jyzHu56mP2GLBH3kY5RMw5x3up9V6Vrs/viewform   Deadline:  The deadline for the form submission is 06/14/2015 - Sunday, 5:00 PM.   P.S:  To fulfill the required number of participants, club may select the participants randomly from Batch 2018 only.  Thanks, The Software Club Deercoder Organizing Team '",1
"'You have been invited to the following event.  Title: Talk Program by Bijaya Kumar Shrestha Hello All,  Bijaya Kumar Shrestha , our Academic Coordinator will be here to share his   experience and ideas about the opportunities for studying abroad. As we all   know he was awarded with ""Erasmas Mundus""  scholarship to study aboard. He   has knowledge about many universities aboard and will be sharing his   understandings with us. This information will help us with the procedure of   applying to many national as well as international universities.  To know more about him, please refer:   https://www.facebook.com/bijayakumars?fref=ts  We encourage all the students for active participation to make the session   more interactive and fruitful. Please be seated by 11:10 AM.  Regards, DeerExpress Club When: Thu Jun 11, 2015 11:20am - 12:40pm Katmandu Where: New Hall (Opposite to class of 2018 B) Video call:   https://plus.google.com/hangouts/_/deerwalk.edu.np/talk-program-by   <https://plus.google.com/hangouts/_/deerwalk.edu.np/talk-program-by?hceid=ZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucA.ru62dco066dp3jqblolej3ollg> Calendar: deerexpressclub@deerwalk.edu.np Who:        Deer Express - organizer        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        DWIT College Administrators        DWIT - DeerExpress Club  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=cnU2MmRjbzA2NmRwM2pxYmxvbGVqM29sbGcgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucDVkNGE1ZWYwOGExYzkyY2M0YzAxMzhhOTc0Y2Y4ZThlZjFhOGVkODM&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"""Hello Sir,    Today's Talk Program was really interesting.  We enjoyed very much listening to your stories.  Your speech was informative.  We get to know about Europass CV and several procedures that we must follow while applying for scholarship.  One hour of your time has definitely helped in fostering positive thinking in us.   Thank you very much for your precious time.    Regards,  DeerExpress Club """,1
"'You have been invited to the following event.  Title: DeerExpress Season 12, Session II Hello Everyone, We are going to continue with the DeerExpress Season 12 Session II   (Extempore Session).  The program starts exactly at 11:20am. Everybody is   requested to be at New Hall on time. Late comers will be regarded as   absentees.  Thank you, The DeerExpress Club When: Fri Jun 12, 2015 11:20am - 12:40pm Katmandu Where: New Hall Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress   <https://plus.google.com/hangouts/_/deerwalk.edu.np/deerexpress?hceid=ZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucA.jggsdpkr2ff3a6qeb78gjvu790> Calendar: deerexpressclub@deerwalk.edu.np Who:        Deer Express - organizer        DWIT - Students        bijaya.shrestha@deerwalk.edu.np        DWIT College Administrators  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=amdnc2Rwa3IyZmYzYTZxZWI3OGdqdnU3OTAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZGVlcmV4cHJlc3NjbHViQGRlZXJ3YWxrLmVkdS5ucGQxMjU4MTNiOTM0MTA3MGU3MzI3NjVkNjk1NjYyZTZhOTkyYTMwNGU&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'Hello All,   We had yet another wonderful season of  DWIT Fantasy League.  As the EPL ended couple of weeks ago, we also had our winners for DWIT Fantasy League decided. They are:    Classic League   1st Position \xe2\x80\x93 Pratik Budhathoki 2nd Position \xe2\x80\x93 Sunil Lamsal 3rd Position \xe2\x80\x93 Ashish Bikram Lamicchane    Head-to-Head League   1st Position \xe2\x80\x93 Pratik Budhathoki 2nd Position \xe2\x80\x93 Sumit Shrestha 3rd Position \xe2\x80\x93 Bidish Acharya   Congratulations to all the winners!   The winners will be awarded with following prizes:    Classic League:  NRs. 3,000, NRs. 2,000, NRs. 1,000 for 1st, 2nd, and 3rd  each.  Head-to-Head League:  NRs. 3,000, NRs. 2,000, NRs. 1,000 for 1st, 2nd, and 3rd each.    Deer Express Club , we would like to borrow a few minutes of your program to do the prize distribution. We hope to get your consent for that!   PS: The images with full league standings are attached to this mail. Please refer!   Sincerely,  Bidish Acharya  (on behalf of the organizing committee) '",1
"'Hello Everyone,  Thank you for showing your interest in participating in DeerCoders.  The participants selected for DeerCoders Season-8 are:  1. Shreyansh Lodha (Batch 2018) 2. Sabin Pathak (Batch 2018) 3. Utkrista KC (Batch 2018) 4. Navraj Poudel (Batch 2018) 5. Rakesh Shrestha (Batch 2018) 6. Asmita Thapa (Batch 2018) 7. Amun Kharel (Batch 2018) 8. Rojan Maharjan (Batch 2018)  Participant, please be at  Section B of 2016 at 5.10 pm  sharp on  Wednesday - 06/17/2015  for the first session of DeerCoder i.e  Flowchart and Algorithm  (Be prepared).   PS:  There are some new guidelines made by the club please be sure to read it. Guidelines file is attached in the mail.  Happy Coding, DeerCoders Organizing Team The Software Club '",1
"""You have been invited to the following event.  Title: Deer-Chautari XVIII Hello All,  Pratibh Acharya, student of batch 2015 and Aasha Poudel, student of batch   2018 will be talking about their ideas. We will also be having tutorial   session about 'Running android apps in PC using Genymotion'.  Regards, The Deer-Chautari Club  P.S. It is COMPULSORY for student of batch of 2018 to attend the session. When: Tue 16 Jun 2015 5pm - 6pm Katmandu Where: New Hall Calendar: deerchautariclub@deerwalk.edu.np Who:      (Guest list has been hidden at organiser's request)  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=ZjIydHJkZTQyZzJtYmJqcTQwdnE4ZGVjamsgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzIjZGVlcmNoYXV0YXJpY2x1YkBkZWVyd2Fsay5lZHUubnA0OTdlNGUxNGRmYWY3Njc1Y2Q0ZjdiYTA1OGYzOGFlNTliYjgxYjlj&ctz=Asia/Katmandu&hl=en_GB  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively, you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. """,1
"""Hi All,  As you all know one valuable member of our Deerwalk family, Alok Koirala, head of R and D department is leaving for Canada and the club has given the responsibility of organizing the farewell progtam.So, the club requests you all to send photos of Alok sir(preferably involving Deerwalk) to the club's mail id not later 16th June, 11 pm Tuesday.Also if any one of you are interested to say a few words about Alok sir on the farewell you can send in your names as well.   Regards, The DeerExpress Club """,1
